CoreComposition_cerium(iv) oxide,CoreComposition_copper(i) oxide,CoreComposition_copper(ii) oxide,CoreComposition_no material,CoreComposition_silver,CoreComposition_silver nitrate,CoreComposition_titanium dioxide,CoreComposition_zinc oxide,CoatingComposition_aluminum hydroxide,CoatingComposition_citrate,CoatingComposition_missing,CoatingComposition_polyvinylpyrrolidone,Shape_amorphous,Shape_missing,Shape_spherical,SurfaceChargeType_missing,SurfaceChargeType_zeta potential,cell type parameter_nonnum_arpe-19,cell type parameter_nonnum_e6-1,cell type parameter_nonnum_hepg2,cell type parameter_nonnum_iec-6,cell type parameter_nonnum_missing,cell type parameter_nonnum_smi-100,subject parameter_nonnum_beas-2b,subject parameter_nonnum_missing,light parameter_nonnum_dark,light parameter_nonnum_missing,light parameter_nonnum_ultraviolet,OuterDiameterValue,OuterDiameterLow,OuterDiameterHigh,SurfaceAreaValue,Purity,HydrodynamicDiameterValue,ChargeAvg,particle concentration parameter_value,duration incubation parameter_value,duration exposure parameter_value,duration aging parameter_value,duration irradiation parameter_value,temperature parameter_value,irradiance parameter_value,irradiation power parameter_value,number of cells parameter_value,concentration carbon dioxide parameter_value,concentration zinc parameter_value,concentration copper parameter_value,fetal bovine serum additive_value,phosphate buffer additive_value,sodium chloride additive_value,glucose additive_value,gentamicin additive_value,penicillin additive_value,l-glutamine additive_value,penicillin / streptomycin additive_value,sodium pyruvate additive_value,amphotericin b additive_value,streptomycin additive_value,sodium bicarbonate additive_value,potassium bisulfate additive_value,side scatter result_value,forward scatter result_value,mitosox fluorescence result_value,viability result_value
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,23.777489252805122,297.0083673338127,11.8,98.8,66.19,14.640241364910212,0.0,4.005186577520445,14.224277934459657,0.3415553442516872,2.0,37.00318520339234,7.5,3.7,500000.0012470366,5.0021023169883385,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.6836217081458074,1.23,2.893554637903758,97.83
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,66.15620048642549,397.30364792650334,11.8,98.8,66.19,16.79542237374121,0.3,4.001539583657852,5.5588031819264785,7.493761587988938,2.0,37.0037985928838,7.5,3.7,500000.0094865558,5.000894468984468,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.1312787539678295,1.23,2.633105872593371,98.41
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,50.42567374714166,349.05103736834224,11.8,98.8,66.19,15.764691306847618,1.0,4.001396120953827,43.80571644294504,2.613495011336768,2.0,37.006863197747435,7.5,3.7,500000.0052857198,5.009014712410292,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4038283786461454,1.23,1.9490820513802798,97.6
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,44.101426347665736,43.30918001999124,11.8,98.8,66.19,15.524303226442253,3.0,4.000696775784638,40.59010287815616,7.399380138380255,2.0,37.008396454123464,7.5,3.7,500000.00996931794,5.001561142827255,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.887956585027848,1.110610184831887,2.589168356416727,80.07
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,23.717646314336537,279.53209009473767,11.8,98.8,66.19,14.692430570310458,10.0,4.00102169440761,27.87195641931114,2.2724980199094147,2.0,37.00952345759249,7.5,3.7,500000.0090648306,5.00045518406798,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.5507052818758105,0.8744897633731823,1.8525281575428467,24.89
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,18.890932479588226,336.456922506108,11.8,98.8,66.19,14.545156345917315,30.0,4.01272319288686,44.497900295036686,3.4375696516369665,2.0,37.00751741713195,7.5,3.7,500000.00774657587,5.002938289044138,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.626251137808238,0.82,1.0611551379429394,4.97
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,25.0,43.54721651050136,255.5476416797138,11.8,98.8,66.19,14.719836419640252,100.0,4.005978287988249,9.63536872249803,4.977383833596459,2.0,37.005639514415456,7.5,3.7,500000.008559193,5.000513696919931,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.078022831101899,0.82,2.0225357913414244,19.87
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,6.290671943911206,13.0,52.9,99.9,66.19,14.2,0.0,4.006087744583377,8.651620178053836,1.7932173540079925,0.11159039542501009,37.00307856047507,8.174922780221058,1.8239479980800584,500000.0025626838,5.008873773033679,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5011313850925239,1.1914241664542298,2.8789512540085234,99.81
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,9.116190155376007,13.0,52.9,99.9,66.19,14.2,0.3,4.003865054293109,52.0566817304605,1.8593729089021798,1.606689286589636,37.00209079359174,7.7658412654074365,3.7,500000.0151676086,5.012881553686126,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4669745500904274,1.0556742426272046,2.598908302692346,99.81
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,44.4486606403861,225.6679428307907,52.9,99.9,66.19,14.2,1.0,4.00681463220701,44.320071902148655,7.825346199247404,1.0853603655577575,37.003084773842055,7.989186609528705,1.2848707669556956,500000.003769173,5.006157917763605,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.3304053351782006,1.1056368820908666,1.5501738051160068,99.46
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,31.571454409795614,249.21390555409207,52.9,99.9,66.19,14.2,3.0,4.000608031058476,11.910655720900747,3.6603479009160136,1.3571762647348466,37.010835860809635,8.235292176779776,2.7044118329948743,500000.0188714326,5.012748963343723,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.882891604682543,0.9081540130886385,2.8052627939432107,99.2
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,5.0,13.0,52.9,99.9,66.19,14.2,10.0,4.003994393755645,66.03918556077515,2.33740118097233,1.4822366699110914,37.01264156539676,7.624543474126828,1.1719919618138421,500000.00151522225,5.005286091018733,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.414950833359406,0.82,3.104038809881595,89.34
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,26.346713948677298,87.62895140721864,52.9,99.9,66.19,14.2,30.0,4.003509130451186,5.490384872022997,1.99287239864202,0.271595494932682,37.00794562639377,8.167648664682511,3.4446073352329223,500000.0056694505,5.003379449699352,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.417194882968365,0.82,1.6891120135053181,71.83
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,31.0,18.5386854990596,13.0,52.9,99.9,66.19,14.2,100.0,4.0013920733220605,65.15826104331889,5.389558865835284,0.459944125808967,37.01061415088159,7.552533387957295,1.7357894124705617,500000.0114875047,5.013403299751982,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4020742968890039,0.82,2.1708012730270454,55.67
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,26.531482193838066,112.25035302346028,52.9,99.9,66.19,14.2,0.0,4.003241807129647,53.83012077836028,1.7537080862251861,2.0,37.00902703428926,7.5,3.7,500000.0003867944,5.01787707999174,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8221452740971353,0.9695550086241934,1.9694480733734618,99.64
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,31.0,50.382965604766255,293.11967277868985,52.9,99.9,66.19,14.676529701777177,0.3,4.015429808859714,31.61317292265133,4.552353473356958,2.0,37.01170390603823,7.5,3.7,500000.00485425617,5.016198310553647,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.7615082466649445,1.23,1.8548750266249638,99.32
